Candidate_ID,Pred_pChEMBL_Mean,Epistemic_Uncertainty_Std,Confidence_Group
WT_Cand_414,8.319,0.016,High-Confidence (Std <= 0.20)
WT_Cand_415,7.232,0.212,Low-Confidence (Filtered Out)
WT_Cand_416,5.989,0.051,High-Confidence (Std <= 0.20)
WT_Cand_417,8.634,0.137,High-Confidence (Std <= 0.20)
WT_Cand_418,6.983,0.326,Low-Confidence (Filtered Out)
WT_Cand_419,8.206,0.085,High-Confidence (Std <= 0.20)
WT_Cand_420,6.928,0.137,High-Confidence (Std <= 0.20)
WT_Cand_421,9.22,0.364,Low-Confidence (Filtered Out)
WT_Cand_422,8.869,0.121,High-Confidence (Std <= 0.20)
WT_Cand_423,6.564,0.212,Low-Confidence (Filtered Out)
WT_Cand_424,7.967,0.235,Low-Confidence (Filtered Out)
WT_Cand_425,7.592,0.122,High-Confidence (Std <= 0.20)
WT_Cand_426,8.424,0.126,High-Confidence (Std <= 0.20)
WT_Cand_427,5.74,0.142,High-Confidence (Std <= 0.20)
WT_Cand_428,7.639,0.076,High-Confidence (Std <= 0.20)
WT_Cand_429,8.067,0.204,Low-Confidence (Filtered Out)
WT_Cand_430,4.827,0.078,High-Confidence (Std <= 0.20)
WT_Cand_431,5.489,0.089,High-Confidence (Std <= 0.20)
WT_Cand_432,4.505,0.052,High-Confidence (Std <= 0.20)
WT_Cand_433,6.54,0.387,Low-Confidence (Filtered Out)
WT_Cand_434,7.675,0.032,High-Confidence (Std <= 0.20)
WT_Cand_435,8.578,0.554,Low-Confidence (Filtered Out)
WT_Cand_436,6.935,0.13,High-Confidence (Std <= 0.20)
WT_Cand_437,8.723,0.098,High-Confidence (Std <= 0.20)
WT_Cand_438,5.263,0.052,High-Confidence (Std <= 0.20)
WT_Cand_439,4.891,0.059,High-Confidence (Std <= 0.20)
WT_Cand_440,6.786,0.077,High-Confidence (Std <= 0.20)
WT_Cand_441,7.292,1.02,Low-Confidence (Filtered Out)
WT_Cand_442,6.812,0.077,High-Confidence (Std <= 0.20)
WT_Cand_443,4.472,0.217,Low-Confidence (Filtered Out)
WT_Cand_444,6.748,0.116,High-Confidence (Std <= 0.20)
WT_Cand_445,5.35,0.588,Low-Confidence (Filtered Out)
WT_Cand_446,7.62,0.174,High-Confidence (Std <= 0.20)
WT_Cand_447,7.272,0.039,High-Confidence (Std <= 0.20)
WT_Cand_448,5.769,0.091,High-Confidence (Std <= 0.20)
WT_Cand_449,6.259,0.755,Low-Confidence (Filtered Out)
WT_Cand_450,5.632,0.283,Low-Confidence (Filtered Out)
WT_Cand_451,6.778,0.138,High-Confidence (Std <= 0.20)
WT_Cand_452,7.948,0.055,High-Confidence (Std <= 0.20)
WT_Cand_453,5.716,0.062,High-Confidence (Std <= 0.20)
WT_Cand_454,7.43,0.046,High-Confidence (Std <= 0.20)
WT_Cand_455,6.24,0.022,High-Confidence (Std <= 0.20)
WT_Cand_456,5.938,0.269,Low-Confidence (Filtered Out)
WT_Cand_457,6.727,0.231,Low-Confidence (Filtered Out)
WT_Cand_458,5.659,0.163,High-Confidence (Std <= 0.20)
WT_Cand_459,6.213,0.427,Low-Confidence (Filtered Out)
WT_Cand_460,5.472,0.261,Low-Confidence (Filtered Out)
WT_Cand_461,9.109,0.029,High-Confidence (Std <= 0.20)
WT_Cand_462,6.891,0.144,High-Confidence (Std <= 0.20)
WT_Cand_463,6.045,0.295,Low-Confidence (Filtered Out)
WT_Cand_464,7.096,0.145,High-Confidence (Std <= 0.20)
WT_Cand_465,6.721,0.158,High-Confidence (Std <= 0.20)
WT_Cand_466,6.596,0.022,High-Confidence (Std <= 0.20)
WT_Cand_467,7.556,0.08,High-Confidence (Std <= 0.20)
WT_Cand_468,7.721,0.218,Low-Confidence (Filtered Out)
WT_Cand_469,6.24,0.125,High-Confidence (Std <= 0.20)
WT_Cand_470,6.188,0.026,High-Confidence (Std <= 0.20)
WT_Cand_471,6.534,0.292,Low-Confidence (Filtered Out)
WT_Cand_472,4.203,0.12,High-Confidence (Std <= 0.20)
WT_Cand_473,5.108,0.155,High-Confidence (Std <= 0.20)
WT_Cand_474,8.422,0.03,High-Confidence (Std <= 0.20)
WT_Cand_475,8.742,0.018,High-Confidence (Std <= 0.20)
WT_Cand_476,6.564,0.163,High-Confidence (Std <= 0.20)
WT_Cand_477,7.513,0.388,Low-Confidence (Filtered Out)
WT_Cand_478,7.208,0.285,Low-Confidence (Filtered Out)
WT_Cand_479,10.391,0.253,Low-Confidence (Filtered Out)
WT_Cand_480,8.138,0.176,High-Confidence (Std <= 0.20)
WT_Cand_481,6.703,0.037,High-Confidence (Std <= 0.20)
WT_Cand_482,5.751,0.008,High-Confidence (Std <= 0.20)
WT_Cand_483,5.003,0.83,Low-Confidence (Filtered Out)
WT_Cand_484,7.084,0.119,High-Confidence (Std <= 0.20)
WT_Cand_485,5.98,0.082,High-Confidence (Std <= 0.20)
WT_Cand_486,5.214,0.153,High-Confidence (Std <= 0.20)
WT_Cand_487,6.106,0.052,High-Confidence (Std <= 0.20)
WT_Cand_488,5.606,0.092,High-Confidence (Std <= 0.20)
WT_Cand_489,8.79,0.544,Low-Confidence (Filtered Out)
WT_Cand_490,7.864,0.195,High-Confidence (Std <= 0.20)
WT_Cand_491,6.841,0.235,Low-Confidence (Filtered Out)
WT_Cand_492,8.552,0.13,High-Confidence (Std <= 0.20)
WT_Cand_493,6.939,0.35,Low-Confidence (Filtered Out)
WT_Cand_494,5.86,0.343,Low-Confidence (Filtered Out)
WT_Cand_495,8.602,0.116,High-Confidence (Std <= 0.20)
WT_Cand_496,7.47,0.144,High-Confidence (Std <= 0.20)
WT_Cand_497,5.657,0.396,Low-Confidence (Filtered Out)
WT_Cand_498,6.631,0.152,High-Confidence (Std <= 0.20)
WT_Cand_499,5.843,0.104,High-Confidence (Std <= 0.20)
WT_Cand_500,5.26,0.111,High-Confidence (Std <= 0.20)
WT_Cand_501,7.915,0.091,High-Confidence (Std <= 0.20)
WT_Cand_502,9.046,0.151,High-Confidence (Std <= 0.20)
WT_Cand_503,5.242,0.094,High-Confidence (Std <= 0.20)
WT_Cand_504,7.497,0.15,High-Confidence (Std <= 0.20)
WT_Cand_505,6.102,0.071,High-Confidence (Std <= 0.20)
WT_Cand_506,6.29,0.198,High-Confidence (Std <= 0.20)
WT_Cand_507,6.169,0.224,Low-Confidence (Filtered Out)
WT_Cand_508,5.856,0.257,Low-Confidence (Filtered Out)
WT_Cand_509,6.906,0.227,Low-Confidence (Filtered Out)
WT_Cand_510,5.894,0.329,Low-Confidence (Filtered Out)
WT_Cand_511,7.161,0.161,High-Confidence (Std <= 0.20)
WT_Cand_512,6.792,0.149,High-Confidence (Std <= 0.20)
WT_Cand_513,6.575,0.081,High-Confidence (Std <= 0.20)
WT_Cand_514,5.806,0.277,Low-Confidence (Filtered Out)
WT_Cand_515,6.187,0.086,High-Confidence (Std <= 0.20)
WT_Cand_516,7.719,0.017,High-Confidence (Std <= 0.20)
WT_Cand_517,7.426,0.077,High-Confidence (Std <= 0.20)
WT_Cand_518,5.726,0.294,Low-Confidence (Filtered Out)
WT_Cand_519,6.964,0.248,Low-Confidence (Filtered Out)
WT_Cand_520,7.714,0.181,High-Confidence (Std <= 0.20)
WT_Cand_521,4.93,0.712,Low-Confidence (Filtered Out)
WT_Cand_522,7.475,0.199,High-Confidence (Std <= 0.20)
WT_Cand_523,6.088,0.064,High-Confidence (Std <= 0.20)
WT_Cand_524,7.506,0.058,High-Confidence (Std <= 0.20)
WT_Cand_525,5.972,0.227,Low-Confidence (Filtered Out)
WT_Cand_526,4.774,0.442,Low-Confidence (Filtered Out)
WT_Cand_527,4.978,0.147,High-Confidence (Std <= 0.20)
WT_Cand_528,6.905,0.204,Low-Confidence (Filtered Out)
WT_Cand_529,7.149,0.213,Low-Confidence (Filtered Out)
WT_Cand_530,5.81,0.732,Low-Confidence (Filtered Out)
WT_Cand_531,7.584,0.314,Low-Confidence (Filtered Out)
WT_Cand_532,4.939,0.376,Low-Confidence (Filtered Out)
WT_Cand_533,6.774,0.061,High-Confidence (Std <= 0.20)
WT_Cand_534,5.457,0.086,High-Confidence (Std <= 0.20)
WT_Cand_535,6.1,0.079,High-Confidence (Std <= 0.20)
WT_Cand_536,6.905,0.118,High-Confidence (Std <= 0.20)
WT_Cand_537,5.861,0.158,High-Confidence (Std <= 0.20)
WT_Cand_538,6.408,0.192,High-Confidence (Std <= 0.20)
WT_Cand_539,8.007,0.138,High-Confidence (Std <= 0.20)
WT_Cand_540,6.187,0.077,High-Confidence (Std <= 0.20)
WT_Cand_541,7.811,0.048,High-Confidence (Std <= 0.20)
WT_Cand_542,5.551,0.21,Low-Confidence (Filtered Out)
WT_Cand_543,7.459,0.263,Low-Confidence (Filtered Out)
WT_Cand_544,8.508,0.123,High-Confidence (Std <= 0.20)
WT_Cand_545,4.008,0.021,High-Confidence (Std <= 0.20)
WT_Cand_546,5.934,0.312,Low-Confidence (Filtered Out)
WT_Cand_547,7.514,0.119,High-Confidence (Std <= 0.20)
WT_Cand_548,6.616,0.033,High-Confidence (Std <= 0.20)
WT_Cand_549,7.277,0.146,High-Confidence (Std <= 0.20)
WT_Cand_550,6.155,0.329,Low-Confidence (Filtered Out)
WT_Cand_551,6.95,0.1,High-Confidence (Std <= 0.20)
WT_Cand_552,6.671,0.004,High-Confidence (Std <= 0.20)
WT_Cand_553,8.193,0.113,High-Confidence (Std <= 0.20)
WT_Cand_554,7.143,0.073,High-Confidence (Std <= 0.20)
WT_Cand_555,7.238,0.17,High-Confidence (Std <= 0.20)
WT_Cand_556,6.376,0.149,High-Confidence (Std <= 0.20)
WT_Cand_557,6.289,0.091,High-Confidence (Std <= 0.20)
WT_Cand_558,6.353,0.086,High-Confidence (Std <= 0.20)
WT_Cand_559,7.304,0.406,Low-Confidence (Filtered Out)
WT_Cand_560,6.366,0.226,Low-Confidence (Filtered Out)
WT_Cand_561,7.183,0.22,Low-Confidence (Filtered Out)
WT_Cand_562,9.237,0.298,Low-Confidence (Filtered Out)
WT_Cand_563,7.852,0.118,High-Confidence (Std <= 0.20)
WT_Cand_564,6.475,0.489,Low-Confidence (Filtered Out)
WT_Cand_565,8.231,0.194,High-Confidence (Std <= 0.20)
WT_Cand_566,6.381,0.163,High-Confidence (Std <= 0.20)
WT_Cand_567,4.506,0.192,High-Confidence (Std <= 0.20)
WT_Cand_568,5.691,0.112,High-Confidence (Std <= 0.20)
WT_Cand_569,4.699,0.077,High-Confidence (Std <= 0.20)
WT_Cand_570,6.446,0.354,Low-Confidence (Filtered Out)
WT_Cand_571,6.871,0.043,High-Confidence (Std <= 0.20)
WT_Cand_572,8.778,0.048,High-Confidence (Std <= 0.20)
WT_Cand_573,7.226,0.133,High-Confidence (Std <= 0.20)
WT_Cand_574,6.598,0.062,High-Confidence (Std <= 0.20)
WT_Cand_575,7.804,0.022,High-Confidence (Std <= 0.20)
WT_Cand_576,4.307,0.046,High-Confidence (Std <= 0.20)
WT_Cand_577,7.121,0.064,High-Confidence (Std <= 0.20)
WT_Cand_578,7.736,0.202,Low-Confidence (Filtered Out)
WT_Cand_579,5.15,0.124,High-Confidence (Std <= 0.20)
WT_Cand_580,8.165,0.309,Low-Confidence (Filtered Out)
WT_Cand_581,7.239,0.043,High-Confidence (Std <= 0.20)
WT_Cand_582,6.372,0.052,High-Confidence (Std <= 0.20)
WT_Cand_583,7.578,0.176,High-Confidence (Std <= 0.20)
WT_Cand_584,9.461,0.074,High-Confidence (Std <= 0.20)
WT_Cand_585,7.059,0.107,High-Confidence (Std <= 0.20)
WT_Cand_586,7.135,0.046,High-Confidence (Std <= 0.20)
WT_Cand_587,6.322,0.043,High-Confidence (Std <= 0.20)
WT_Cand_588,5.873,0.071,High-Confidence (Std <= 0.20)
WT_Cand_589,7.805,0.323,Low-Confidence (Filtered Out)
WT_Cand_590,5.866,0.032,High-Confidence (Std <= 0.20)
WT_Cand_591,6.932,0.352,Low-Confidence (Filtered Out)
WT_Cand_592,6.301,0.299,Low-Confidence (Filtered Out)
WT_Cand_593,7.401,0.091,High-Confidence (Std <= 0.20)
WT_Cand_594,7.234,0.148,High-Confidence (Std <= 0.20)
WT_Cand_595,8.043,0.189,High-Confidence (Std <= 0.20)
WT_Cand_596,6.263,0.252,Low-Confidence (Filtered Out)
WT_Cand_597,6.54,0.052,High-Confidence (Std <= 0.20)
WT_Cand_598,5.724,0.276,Low-Confidence (Filtered Out)
WT_Cand_599,6.339,0.159,High-Confidence (Std <= 0.20)
WT_Cand_600,7.284,0.056,High-Confidence (Std <= 0.20)
WT_Cand_601,7.721,0.161,High-Confidence (Std <= 0.20)
WT_Cand_602,5.79,0.056,High-Confidence (Std <= 0.20)
WT_Cand_603,7.85,0.144,High-Confidence (Std <= 0.20)
WT_Cand_604,8.409,0.095,High-Confidence (Std <= 0.20)
WT_Cand_605,7.325,0.168,High-Confidence (Std <= 0.20)
WT_Cand_606,9.008,0.177,High-Confidence (Std <= 0.20)
WT_Cand_607,5.96,0.39,Low-Confidence (Filtered Out)
WT_Cand_608,5.419,0.24,Low-Confidence (Filtered Out)
WT_Cand_609,4.804,0.207,Low-Confidence (Filtered Out)
WT_Cand_610,8.57,0.02,High-Confidence (Std <= 0.20)
WT_Cand_611,7.603,0.315,Low-Confidence (Filtered Out)
WT_Cand_612,6.786,0.099,High-Confidence (Std <= 0.20)
WT_Cand_613,7.172,0.047,High-Confidence (Std <= 0.20)
WT_Cand_614,5.556,0.63,Low-Confidence (Filtered Out)
WT_Cand_615,9.663,0.074,High-Confidence (Std <= 0.20)
WT_Cand_616,6.999,0.422,Low-Confidence (Filtered Out)
WT_Cand_617,6.976,0.191,High-Confidence (Std <= 0.20)
WT_Cand_618,7.685,0.227,Low-Confidence (Filtered Out)
WT_Cand_619,7.403,0.145,High-Confidence (Std <= 0.20)
WT_Cand_620,7.107,0.058,High-Confidence (Std <= 0.20)
WT_Cand_621,5.941,0.263,Low-Confidence (Filtered Out)
WT_Cand_622,7.392,0.179,High-Confidence (Std <= 0.20)
WT_Cand_623,9.014,0.177,High-Confidence (Std <= 0.20)
WT_Cand_624,8.397,0.156,High-Confidence (Std <= 0.20)
WT_Cand_625,8.682,0.115,High-Confidence (Std <= 0.20)
WT_Cand_626,6.262,0.265,Low-Confidence (Filtered Out)
WT_Cand_627,5.712,0.222,Low-Confidence (Filtered Out)
WT_Cand_628,6.705,0.289,Low-Confidence (Filtered Out)
WT_Cand_629,6.914,0.12,High-Confidence (Std <= 0.20)
WT_Cand_630,8.108,0.111,High-Confidence (Std <= 0.20)
WT_Cand_631,4.904,0.087,High-Confidence (Std <= 0.20)
WT_Cand_632,8.609,0.16,High-Confidence (Std <= 0.20)
WT_Cand_633,6.668,0.021,High-Confidence (Std <= 0.20)
WT_Cand_634,6.359,0.858,Low-Confidence (Filtered Out)
WT_Cand_635,5.686,0.078,High-Confidence (Std <= 0.20)
WT_Cand_636,4.947,0.38,Low-Confidence (Filtered Out)
WT_Cand_637,7.797,0.097,High-Confidence (Std <= 0.20)
WT_Cand_638,6.934,0.238,Low-Confidence (Filtered Out)
WT_Cand_639,5.367,0.521,Low-Confidence (Filtered Out)
WT_Cand_640,5.361,0.227,Low-Confidence (Filtered Out)
WT_Cand_641,6.464,0.499,Low-Confidence (Filtered Out)
WT_Cand_642,8.769,0.363,Low-Confidence (Filtered Out)
WT_Cand_643,6.551,0.054,High-Confidence (Std <= 0.20)
WT_Cand_644,5.121,0.267,Low-Confidence (Filtered Out)
WT_Cand_645,6.567,0.199,High-Confidence (Std <= 0.20)
WT_Cand_646,6.536,0.072,High-Confidence (Std <= 0.20)
WT_Cand_647,3.749,0.339,Low-Confidence (Filtered Out)
WT_Cand_648,6.788,0.041,High-Confidence (Std <= 0.20)
WT_Cand_649,6.584,0.322,Low-Confidence (Filtered Out)
WT_Cand_650,7.651,0.269,Low-Confidence (Filtered Out)
WT_Cand_651,8.976,0.163,High-Confidence (Std <= 0.20)
WT_Cand_652,8.146,0.082,High-Confidence (Std <= 0.20)
WT_Cand_653,6.541,0.264,Low-Confidence (Filtered Out)
WT_Cand_654,5.577,0.013,High-Confidence (Std <= 0.20)
WT_Cand_655,9.809,0.067,High-Confidence (Std <= 0.20)
WT_Cand_656,6.918,0.147,High-Confidence (Std <= 0.20)
WT_Cand_657,6.866,0.163,High-Confidence (Std <= 0.20)
WT_Cand_658,6.822,0.069,High-Confidence (Std <= 0.20)
WT_Cand_659,7.078,0.071,High-Confidence (Std <= 0.20)
WT_Cand_660,6.684,0.233,Low-Confidence (Filtered Out)
WT_Cand_661,6.19,0.055,High-Confidence (Std <= 0.20)
WT_Cand_662,6.221,0.105,High-Confidence (Std <= 0.20)
WT_Cand_663,6.812,0.041,High-Confidence (Std <= 0.20)
WT_Cand_664,6.225,0.154,High-Confidence (Std <= 0.20)
WT_Cand_665,6.03,0.122,High-Confidence (Std <= 0.20)
WT_Cand_666,6.972,0.011,High-Confidence (Std <= 0.20)
WT_Cand_667,6.557,0.032,High-Confidence (Std <= 0.20)
WT_Cand_668,8.58,0.398,Low-Confidence (Filtered Out)
WT_Cand_669,3.801,0.075,High-Confidence (Std <= 0.20)
WT_Cand_670,8.105,0.203,Low-Confidence (Filtered Out)
WT_Cand_671,8.283,0.051,High-Confidence (Std <= 0.20)
WT_Cand_672,4.466,0.443,Low-Confidence (Filtered Out)
WT_Cand_673,6.456,0.019,High-Confidence (Std <= 0.20)
WT_Cand_674,6.423,0.368,Low-Confidence (Filtered Out)
WT_Cand_675,5.231,0.163,High-Confidence (Std <= 0.20)
WT_Cand_676,5.956,0.258,Low-Confidence (Filtered Out)
WT_Cand_677,5.573,0.402,Low-Confidence (Filtered Out)
WT_Cand_678,8.865,0.185,High-Confidence (Std <= 0.20)
WT_Cand_679,7.926,0.532,Low-Confidence (Filtered Out)
WT_Cand_680,8.312,0.397,Low-Confidence (Filtered Out)
WT_Cand_681,7.68,0.252,Low-Confidence (Filtered Out)
WT_Cand_682,5.552,0.35,Low-Confidence (Filtered Out)
WT_Cand_683,6.247,0.149,High-Confidence (Std <= 0.20)
WT_Cand_684,7.413,0.059,High-Confidence (Std <= 0.20)
WT_Cand_685,5.445,0.772,Low-Confidence (Filtered Out)
WT_Cand_686,7.67,0.158,High-Confidence (Std <= 0.20)
WT_Cand_687,6.574,0.192,High-Confidence (Std <= 0.20)
WT_Cand_688,6.419,0.034,High-Confidence (Std <= 0.20)
WT_Cand_689,7.668,0.421,Low-Confidence (Filtered Out)
WT_Cand_690,7.361,0.188,High-Confidence (Std <= 0.20)
WT_Cand_691,6.435,0.233,Low-Confidence (Filtered Out)
WT_Cand_692,8.183,0.259,Low-Confidence (Filtered Out)
WT_Cand_693,5.607,0.073,High-Confidence (Std <= 0.20)
WT_Cand_694,7.558,0.413,Low-Confidence (Filtered Out)
WT_Cand_695,7.532,0.206,Low-Confidence (Filtered Out)
WT_Cand_696,6.494,0.013,High-Confidence (Std <= 0.20)
WT_Cand_697,7.225,0.351,Low-Confidence (Filtered Out)
WT_Cand_698,5.411,0.137,High-Confidence (Std <= 0.20)
WT_Cand_699,7.913,0.081,High-Confidence (Std <= 0.20)
WT_Cand_700,6.637,0.022,High-Confidence (Std <= 0.20)
WT_Cand_701,6.249,0.105,High-Confidence (Std <= 0.20)
WT_Cand_702,8.056,0.094,High-Confidence (Std <= 0.20)
WT_Cand_703,6.04,0.381,Low-Confidence (Filtered Out)
WT_Cand_704,5.23,0.087,High-Confidence (Std <= 0.20)
WT_Cand_705,5.06,0.029,High-Confidence (Std <= 0.20)
WT_Cand_706,7.547,0.235,Low-Confidence (Filtered Out)
WT_Cand_707,5.378,0.396,Low-Confidence (Filtered Out)
WT_Cand_708,8.868,0.112,High-Confidence (Std <= 0.20)
WT_Cand_709,4.456,0.611,Low-Confidence (Filtered Out)
WT_Cand_710,8.801,0.348,Low-Confidence (Filtered Out)
WT_Cand_711,7.093,0.423,Low-Confidence (Filtered Out)
WT_Cand_712,6.739,0.229,Low-Confidence (Filtered Out)
WT_Cand_713,6.223,0.209,Low-Confidence (Filtered Out)
WT_Cand_714,7.309,0.083,High-Confidence (Std <= 0.20)
WT_Cand_715,6.807,0.513,Low-Confidence (Filtered Out)
WT_Cand_716,8.119,0.451,Low-Confidence (Filtered Out)
WT_Cand_717,6.981,0.522,Low-Confidence (Filtered Out)
WT_Cand_718,7.023,0.15,High-Confidence (Std <= 0.20)
WT_Cand_719,6.432,0.114,High-Confidence (Std <= 0.20)
WT_Cand_720,6.785,0.285,Low-Confidence (Filtered Out)
WT_Cand_721,7.204,0.099,High-Confidence (Std <= 0.20)
WT_Cand_722,4.883,0.151,High-Confidence (Std <= 0.20)
WT_Cand_723,5.3,0.015,High-Confidence (Std <= 0.20)
WT_Cand_724,7.705,0.193,High-Confidence (Std <= 0.20)
WT_Cand_725,7.046,0.251,Low-Confidence (Filtered Out)
WT_Cand_726,6.638,0.43,Low-Confidence (Filtered Out)
WT_Cand_727,6.871,0.294,Low-Confidence (Filtered Out)
WT_Cand_728,7.25,0.334,Low-Confidence (Filtered Out)
WT_Cand_729,6.229,0.582,Low-Confidence (Filtered Out)
WT_Cand_730,5.955,0.068,High-Confidence (Std <= 0.20)
WT_Cand_731,7.075,0.056,High-Confidence (Std <= 0.20)
WT_Cand_732,5.725,0.182,High-Confidence (Std <= 0.20)
WT_Cand_733,7.319,0.049,High-Confidence (Std <= 0.20)
WT_Cand_734,4.892,0.204,Low-Confidence (Filtered Out)
WT_Cand_735,8.034,0.051,High-Confidence (Std <= 0.20)
WT_Cand_736,7.393,0.063,High-Confidence (Std <= 0.20)
WT_Cand_737,7.144,0.023,High-Confidence (Std <= 0.20)
WT_Cand_738,7.98,0.191,High-Confidence (Std <= 0.20)
WT_Cand_739,8.765,0.036,High-Confidence (Std <= 0.20)
WT_Cand_740,8.017,0.238,Low-Confidence (Filtered Out)
WT_Cand_741,4.733,0.271,Low-Confidence (Filtered Out)
WT_Cand_742,5.378,0.077,High-Confidence (Std <= 0.20)
WT_Cand_743,6.131,0.302,Low-Confidence (Filtered Out)
WT_Cand_744,6.88,0.276,Low-Confidence (Filtered Out)
WT_Cand_745,7.445,0.363,Low-Confidence (Filtered Out)
WT_Cand_746,6.015,0.07,High-Confidence (Std <= 0.20)
WT_Cand_747,7.065,0.067,High-Confidence (Std <= 0.20)
WT_Cand_748,5.981,0.26,Low-Confidence (Filtered Out)
WT_Cand_749,6.147,0.18,High-Confidence (Std <= 0.20)
WT_Cand_750,5.232,0.195,High-Confidence (Std <= 0.20)
WT_Cand_751,5.788,0.441,Low-Confidence (Filtered Out)
WT_Cand_752,5.296,0.319,Low-Confidence (Filtered Out)
WT_Cand_753,5.728,0.276,Low-Confidence (Filtered Out)
WT_Cand_754,8.062,0.251,Low-Confidence (Filtered Out)
WT_Cand_755,5.758,0.34,Low-Confidence (Filtered Out)
WT_Cand_756,9.877,0.131,High-Confidence (Std <= 0.20)
WT_Cand_757,7.417,0.047,High-Confidence (Std <= 0.20)
WT_Cand_758,7.063,0.087,High-Confidence (Std <= 0.20)
WT_Cand_759,5.863,0.076,High-Confidence (Std <= 0.20)
WT_Cand_760,7.655,0.252,Low-Confidence (Filtered Out)
WT_Cand_761,6.188,0.115,High-Confidence (Std <= 0.20)
WT_Cand_762,6.99,0.133,High-Confidence (Std <= 0.20)
WT_Cand_763,9.794,0.092,High-Confidence (Std <= 0.20)
WT_Cand_764,6.74,0.152,High-Confidence (Std <= 0.20)
WT_Cand_765,8.172,0.491,Low-Confidence (Filtered Out)
WT_Cand_766,6.041,0.022,High-Confidence (Std <= 0.20)
WT_Cand_767,6.81,0.559,Low-Confidence (Filtered Out)
WT_Cand_768,8.886,0.189,High-Confidence (Std <= 0.20)
WT_Cand_769,6.129,0.098,High-Confidence (Std <= 0.20)
WT_Cand_770,8.934,0.11,High-Confidence (Std <= 0.20)
WT_Cand_771,7.664,0.062,High-Confidence (Std <= 0.20)
WT_Cand_772,6.203,0.013,High-Confidence (Std <= 0.20)
WT_Cand_773,7.577,0.051,High-Confidence (Std <= 0.20)
WT_Cand_774,7.968,0.153,High-Confidence (Std <= 0.20)
WT_Cand_775,7.565,0.123,High-Confidence (Std <= 0.20)
WT_Cand_776,5.044,0.226,Low-Confidence (Filtered Out)
WT_Cand_777,6.014,0.093,High-Confidence (Std <= 0.20)
WT_Cand_778,6.565,0.081,High-Confidence (Std <= 0.20)
WT_Cand_779,6.764,0.703,Low-Confidence (Filtered Out)
WT_Cand_780,7.564,0.064,High-Confidence (Std <= 0.20)
WT_Cand_781,7.054,0.068,High-Confidence (Std <= 0.20)
WT_Cand_782,5.314,0.336,Low-Confidence (Filtered Out)
WT_Cand_783,7.287,0.275,Low-Confidence (Filtered Out)
WT_Cand_784,7.552,0.105,High-Confidence (Std <= 0.20)
WT_Cand_785,7.494,0.293,Low-Confidence (Filtered Out)
WT_Cand_786,8.093,0.169,High-Confidence (Std <= 0.20)
WT_Cand_787,7.809,0.094,High-Confidence (Std <= 0.20)
WT_Cand_788,7.378,0.261,Low-Confidence (Filtered Out)
WT_Cand_789,6.769,0.155,High-Confidence (Std <= 0.20)
WT_Cand_790,4.94,0.014,High-Confidence (Std <= 0.20)
WT_Cand_791,7.344,0.261,Low-Confidence (Filtered Out)
WT_Cand_792,7.089,0.135,High-Confidence (Std <= 0.20)
WT_Cand_793,7.162,0.463,Low-Confidence (Filtered Out)
WT_Cand_794,5.382,0.304,Low-Confidence (Filtered Out)
WT_Cand_795,5.607,0.181,High-Confidence (Std <= 0.20)
WT_Cand_796,8.061,0.108,High-Confidence (Std <= 0.20)
WT_Cand_797,6.805,0.151,High-Confidence (Std <= 0.20)
WT_Cand_798,7.634,0.061,High-Confidence (Std <= 0.20)
WT_Cand_799,6.883,0.181,High-Confidence (Std <= 0.20)
WT_Cand_800,6.884,0.489,Low-Confidence (Filtered Out)
WT_Cand_801,7.929,0.61,Low-Confidence (Filtered Out)
WT_Cand_802,6.257,0.387,Low-Confidence (Filtered Out)
WT_Cand_803,6.961,0.172,High-Confidence (Std <= 0.20)
WT_Cand_804,6.318,0.029,High-Confidence (Std <= 0.20)
WT_Cand_805,6.35,0.143,High-Confidence (Std <= 0.20)
WT_Cand_806,6.494,0.32,Low-Confidence (Filtered Out)
WT_Cand_807,7.105,0.292,Low-Confidence (Filtered Out)
WT_Cand_808,6.299,0.131,High-Confidence (Std <= 0.20)
WT_Cand_809,8.294,0.122,High-Confidence (Std <= 0.20)
WT_Cand_810,5.821,0.212,Low-Confidence (Filtered Out)
WT_Cand_811,6.635,0.16,High-Confidence (Std <= 0.20)
WT_Cand_812,6.344,0.142,High-Confidence (Std <= 0.20)
WT_Cand_813,8.514,0.136,High-Confidence (Std <= 0.20)
WT_Cand_814,7.076,0.428,Low-Confidence (Filtered Out)
WT_Cand_815,8.037,0.052,High-Confidence (Std <= 0.20)
WT_Cand_816,5.142,0.115,High-Confidence (Std <= 0.20)
WT_Cand_817,7.157,0.121,High-Confidence (Std <= 0.20)
WT_Cand_818,7.873,0.176,High-Confidence (Std <= 0.20)
WT_Cand_819,6.945,0.155,High-Confidence (Std <= 0.20)
WT_Cand_820,8.075,0.146,High-Confidence (Std <= 0.20)
WT_Cand_821,6.255,0.056,High-Confidence (Std <= 0.20)
WT_Cand_822,8.471,0.155,High-Confidence (Std <= 0.20)
WT_Cand_823,9.494,0.255,Low-Confidence (Filtered Out)
WT_Cand_824,6.433,0.181,High-Confidence (Std <= 0.20)
WT_Cand_825,6.338,0.051,High-Confidence (Std <= 0.20)
WT_Cand_826,8.521,0.167,High-Confidence (Std <= 0.20)
WT_Cand_827,8.667,0.157,High-Confidence (Std <= 0.20)
